decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,tier,race,pass_bar
7.0,7.0,37.0,2.7,0.52,0.51,1.0,4.0,1.0,5.0,White,1.0
4.0,6.0,36.0,2.8,-0.39,0.18,2.0,3.0,1.0,5.0,White,1.0
10.0,5.0,36.0,3.6,1.84,-0.24,1.0,3.0,0.0,4.0,White,1.0
8.0,8.0,31.5,2.6,0.63,0.67,1.0,5.0,0.0,5.0,Non-White,1.0
8.0,7.0,44.0,3.0,0.86,0.54,1.0,3.0,0.0,4.0,White,1.0
9.0,10.0,42.0,3.3,1.27,1.44,1.0,2.0,0.0,3.0,White,1.0
7.0,6.0,40.0,2.9,0.43,0.17,1.0,5.0,1.0,3.0,White,1.0
7.0,8.0,38.5,3.5,0.52,0.56,1.0,4.0,1.0,4.0,White,1.0
5.0,4.0,39.0,3.4,0.04,-0.36,1.0,3.0,0.0,2.0,White,1.0
5.0,4.0,45.0,3.1,0.07,-0.33,1.0,5.0,1.0,4.0,White,1.0
9.0,8.0,35.5,3.3,1.22,0.64,1.0,3.0,0.0,3.0,White,1.0
8.0,9.0,36.0,3.3,0.72,1.18,1.0,4.0,1.0,5.0,White,1.0
10.0,10.0,42.0,3.2,1.61,1.85,1.0,3.0,1.0,3.0,White,1.0
7.0,7.0,41.0,3.5,0.39,0.46,1.0,3.0,0.0,4.0,White,1.0
1.0,1.0,22.0,3.0,-2.01,-3.21,1.0,3.0,1.0,5.0,Non-White,0.0
6.0,7.0,37.0,3.4,0.32,0.3,1.0,4.0,0.0,4.0,White,1.0
5.0,4.0,38.0,3.2,-0.01,-0.45,1.0,4.0,0.0,3.0,White,1.0
7.0,7.0,42.0,2.4,0.32,0.46,2.0,4.0,1.0,3.0,White,1.0
6.0,8.0,40.0,3.4,0.15,0.59,1.0,3.0,1.0,4.0,White,1.0
8.0,6.0,37.0,3.2,0.64,0.15,1.0,4.0,0.0,4.0,White,1.0
9.0,8.0,37.0,2.5,1.1,0.57,1.0,3.0,1.0,3.0,White,1.0
1.0,2.0,29.0,3.8,-1.57,-1.12,1.0,3.0,0.0,4.0,Non-White,0.0
7.0,8.0,43.0,3.6,0.32,0.54,1.0,4.0,0.0,5.0,White,1.0
10.0,9.0,42.0,3.6,1.4,1.17,1.0,4.0,0.0,4.0,White,1.0
3.0,7.0,35.5,3.0,-0.48,0.42,1.0,4.0,1.0,3.0,White,1.0
3.0,7.0,37.0,2.4,-0.6,0.47,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,29.0,3.0,-1.3,-1.77,1.0,2.0,0.0,5.0,Non-White,0.0
2.0,1.0,39.0,3.1,-1.01,-1.64,1.0,4.0,0.0,5.0,Non-White,1.0
9.0,10.0,46.0,3.7,1.23,1.36,1.0,4.0,0.0,6.0,White,1.0
1.0,2.0,35.0,3.4,-1.27,-1.03,1.0,4.0,1.0,4.0,White,0.0
8.0,7.0,34.0,3.6,0.6,0.42,1.0,2.0,0.0,5.0,White,1.0
4.0,4.0,47.0,3.6,-0.37,-0.49,1.0,4.0,1.0,6.0,White,1.0
1.0,1.0,29.0,2.8,-1.75,-2.04,1.0,3.0,1.0,4.0,Non-White,0.0
10.0,10.0,44.0,3.4,1.45,1.5,1.0,2.0,0.0,4.0,White,1.0
4.0,4.0,43.0,3.8,-0.3,-0.33,1.0,4.0,1.0,4.0,White,1.0
2.0,1.0,27.0,3.3,-1.11,-1.63,1.0,2.0,0.0,4.0,Non-White,1.0
10.0,10.0,42.0,3.6,1.78,1.58,1.0,3.0,1.0,4.0,White,1.0
4.0,4.0,38.0,3.3,-0.25,-0.38,1.0,4.0,0.0,4.0,White,1.0
8.0,6.0,41.0,2.8,0.66,0.01,1.0,3.0,0.0,3.0,White,1.0
7.0,6.0,46.0,2.8,0.54,0.18,1.0,4.0,1.0,3.0,White,1.0
3.0,2.0,27.0,2.9,-0.58,-1.11,1.0,2.0,1.0,1.0,Non-White,0.0
3.0,2.0,46.0,3.8,-0.47,-1.0,1.0,4.0,1.0,5.0,White,1.0
7.0,8.0,38.0,3.1,0.51,0.62,1.0,2.0,1.0,4.0,White,1.0
10.0,9.0,45.0,3.7,1.38,1.14,1.0,4.0,0.0,4.0,White,1.0
8.0,8.0,38.0,3.8,0.73,0.83,1.0,4.0,0.0,4.0,White,1.0
1.0,2.0,36.0,2.4,-1.12,-1.09,1.0,4.0,0.0,2.0,White,0.0
2.0,4.0,43.0,3.5,-1.14,-0.25,1.0,4.0,0.0,5.0,Non-White,1.0
2.0,1.0,36.0,2.9,-0.92,-1.52,1.0,4.0,1.0,3.0,White,0.0
5.0,6.0,43.0,3.8,0.03,0.03,1.0,5.0,0.0,4.0,White,1.0
2.0,4.0,31.0,3.3,-0.95,-0.47,1.0,3.0,0.0,3.0,White,1.0
9.0,10.0,38.0,3.8,0.9,1.5,1.0,4.0,0.0,3.0,White,1.0
2.0,2.0,45.0,3.1,-0.73,-0.92,1.0,4.0,0.0,3.0,White,1.0
3.0,3.0,29.0,2.9,-0.45,-0.67,1.0,3.0,0.0,3.0,Non-White,1.0
9.0,7.0,48.0,3.6,0.93,0.43,1.0,4.0,0.0,5.0,White,1.0
3.0,3.0,44.0,4.0,-0.5,-0.58,1.0,1.0,1.0,5.0,White,1.0
1.0,1.0,25.0,3.6,-1.94,-1.62,1.0,3.0,0.0,3.0,Non-White,0.0
7.0,3.0,46.0,2.9,0.39,-0.76,1.0,3.0,0.0,4.0,White,0.0
9.0,9.0,31.0,3.7,0.88,1.01,1.0,3.0,0.0,2.0,White,1.0
2.0,5.0,33.0,3.2,-0.8,-0.05,2.0,3.0,1.0,3.0,White,1.0
6.0,7.0,42.0,3.0,0.15,0.5,1.0,4.0,1.0,5.0,White,1.0
3.0,2.0,36.0,3.3,-0.71,-0.88,1.0,4.0,0.0,4.0,White,1.0
9.0,9.0,42.0,3.8,1.29,1.17,1.0,3.0,1.0,4.0,White,1.0
8.0,7.0,48.0,3.5,0.77,0.55,1.0,4.0,1.0,4.0,White,1.0
4.0,5.0,40.0,2.6,-0.19,-0.18,1.0,2.0,1.0,6.0,White,1.0
8.0,8.0,38.0,3.4,0.65,0.57,1.0,5.0,1.0,3.0,White,1.0
10.0,10.0,44.0,3.7,2.52,2.46,1.0,4.0,1.0,5.0,White,1.0
5.0,3.0,37.0,2.7,0.03,-0.86,1.0,4.0,1.0,3.0,White,1.0
7.0,7.0,42.0,3.1,0.44,0.52,1.0,3.0,1.0,4.0,White,1.0
6.0,7.0,38.0,3.7,0.24,0.35,1.0,3.0,0.0,4.0,White,1.0
7.0,8.0,33.0,3.1,0.44,0.67,1.0,4.0,1.0,2.0,White,1.0
8.0,8.0,43.0,3.1,0.8,0.66,1.0,4.0,1.0,5.0,White,1.0
1.0,1.0,37.0,2.5,-1.17,-1.53,1.0,4.0,0.0,4.0,Non-White,1.0
5.0,3.0,36.0,3.3,-0.12,-0.58,1.0,4.0,1.0,3.0,White,1.0
8.0,7.0,42.0,3.7,0.67,0.32,1.0,5.0,1.0,5.0,White,1.0
3.0,2.0,33.0,3.3,-0.65,-0.99,1.0,3.0,0.0,4.0,Non-White,0.0
6.0,3.0,32.0,3.7,0.14,-0.87,1.0,3.0,0.0,4.0,White,1.0
5.0,5.0,24.0,3.4,0.12,-0.17,1.0,2.0,0.0,1.0,Non-White,0.0
1.0,2.0,22.0,2.9,-1.31,-1.21,1.0,2.0,1.0,4.0,Non-White,0.0
1.0,1.0,26.0,2.5,-2.07,-2.32,1.0,2.0,0.0,5.0,Non-White,0.0
8.0,5.0,30.0,3.2,0.75,-0.18,1.0,4.0,1.0,3.0,White,1.0
3.0,2.0,34.0,3.0,-0.6,-1.1,1.0,2.0,1.0,3.0,White,0.0
8.0,3.0,33.0,3.0,0.7,-0.8,1.0,4.0,1.0,4.0,White,1.0
4.0,4.0,34.0,3.2,-0.25,-0.41,1.0,4.0,0.0,5.0,White,1.0
1.0,1.0,40.0,3.7,-1.66,-2.11,1.0,5.0,0.0,6.0,Non-White,0.0
2.0,2.0,38.0,3.1,-0.81,-1.09,1.0,4.0,0.0,4.0,White,1.0
7.0,5.0,39.0,3.2,0.52,-0.01,1.0,5.0,1.0,4.0,White,1.0
8.0,10.0,38.0,2.8,0.83,1.45,1.0,3.0,1.0,2.0,White,1.0
3.0,4.0,46.0,3.4,-0.64,-0.36,1.0,4.0,0.0,6.0,White,1.0
6.0,6.0,32.0,3.8,0.13,0.26,1.0,4.0,1.0,4.0,White,1.0
3.0,5.0,48.0,3.8,-0.5,-0.17,1.0,3.0,0.0,5.0,White,0.0
2.0,3.0,33.0,3.6,-0.79,-0.57,1.0,2.0,0.0,4.0,White,1.0
9.0,9.0,35.0,2.9,1.26,1.3,1.0,3.0,0.0,3.0,White,1.0
9.0,9.0,37.0,3.6,1.1,1.1,1.0,2.0,0.0,3.0,White,1.0
9.0,10.0,46.0,4.0,1.12,1.31,1.0,3.0,0.0,5.0,White,1.0
7.0,8.0,32.0,3.4,0.4,0.79,2.0,3.0,0.0,5.0,White,1.0
9.0,9.0,38.0,3.2,1.06,1.13,1.0,3.0,0.0,3.0,White,1.0
10.0,10.0,41.0,3.7,1.5,1.74,1.0,3.0,1.0,4.0,White,1.0
2.0,3.0,41.0,3.1,-0.78,-0.7,1.0,3.0,0.0,3.0,Non-White,1.0
3.0,4.0,35.0,3.3,-0.5,-0.49,1.0,4.0,0.0,5.0,White,1.0
7.0,6.0,43.0,3.6,0.38,0.1,1.0,4.0,1.0,5.0,White,1.0
1.0,2.0,42.0,3.7,-1.36,-1.14,1.0,4.0,1.0,5.0,White,1.0
5.0,4.0,29.5,3.7,-0.05,-0.29,1.0,3.0,1.0,6.0,Non-White,1.0
10.0,10.0,37.0,3.6,1.44,1.87,1.0,3.0,0.0,5.0,White,1.0
8.0,6.0,30.0,3.4,0.76,-0.01,1.0,5.0,0.0,3.0,White,1.0
7.0,9.0,42.0,2.9,0.46,0.87,1.0,5.0,1.0,3.0,Non-White,1.0
10.0,10.0,38.0,3.1,1.46,1.78,2.0,4.0,0.0,3.0,White,1.0
10.0,9.0,36.5,3.3,1.67,0.97,1.0,3.0,1.0,4.0,White,1.0
3.0,4.0,37.0,3.6,-0.55,-0.4,1.0,4.0,0.0,4.0,White,1.0
4.0,5.0,34.0,3.5,-0.28,-0.12,1.0,4.0,0.0,4.0,White,1.0
9.0,10.0,41.0,4.0,1.22,1.89,1.0,4.0,0.0,4.0,White,1.0
8.0,9.0,40.0,3.9,0.75,1.2,1.0,2.0,0.0,4.0,White,1.0
1.0,2.0,30.5,3.2,-1.35,-1.24,1.0,3.0,1.0,2.0,White,1.0
4.0,6.0,28.5,3.4,-0.36,0.07,1.0,4.0,1.0,2.0,White,1.0
6.0,5.0,36.0,2.8,0.14,-0.02,1.0,4.0,1.0,4.0,White,1.0
3.0,3.0,32.0,3.3,-0.45,-0.61,1.0,4.0,0.0,4.0,Non-White,1.0
3.0,1.0,26.0,2.2,-0.67,-1.72,1.0,3.0,1.0,4.0,White,1.0
2.0,3.0,35.0,3.5,-0.85,-0.77,1.0,3.0,0.0,3.0,White,1.0
8.0,9.0,42.0,3.1,0.82,0.85,1.0,4.0,0.0,6.0,White,1.0
9.0,8.0,39.0,2.9,0.93,0.87,2.0,4.0,1.0,4.0,White,1.0
3.0,2.0,33.0,3.6,-0.62,-0.98,1.0,3.0,0.0,3.0,White,1.0
5.0,6.0,41.0,3.4,0.02,0.26,1.0,4.0,1.0,4.0,White,1.0
3.0,2.0,42.0,3.2,-0.64,-0.96,1.0,2.0,1.0,4.0,White,1.0
7.0,7.0,36.3,3.6,0.38,0.54,1.0,4.0,1.0,4.0,White,1.0
4.0,5.0,38.0,2.8,-0.2,-0.07,1.0,3.0,0.0,3.0,White,1.0
10.0,9.0,40.0,2.5,1.38,1.22,1.0,3.0,1.0,3.0,White,1.0
6.0,7.0,41.0,3.0,0.05,0.35,1.0,4.0,1.0,5.0,White,1.0
7.0,8.0,41.0,3.3,0.48,0.83,1.0,3.0,0.0,3.0,White,1.0
5.0,4.0,47.0,3.7,-0.11,-0.29,1.0,4.0,1.0,5.0,White,1.0
1.0,2.0,44.0,3.4,-1.4,-1.08,1.0,4.0,0.0,5.0,White,1.0
5.0,4.0,31.5,3.0,-0.12,-0.47,1.0,4.0,0.0,3.0,White,0.0
9.0,8.0,37.5,3.2,1.03,0.64,1.0,3.0,1.0,5.0,White,1.0
4.0,5.0,34.0,2.8,-0.24,-0.21,1.0,3.0,1.0,3.0,White,1.0
4.0,3.0,41.5,2.4,-0.18,-0.76,1.0,3.0,1.0,3.0,White,0.0
2.0,1.0,40.0,2.2,-1.09,-1.83,1.0,4.0,1.0,4.0,Non-White,1.0
9.0,9.0,36.0,3.0,0.98,0.9,1.0,4.0,0.0,3.0,White,1.0
7.0,6.0,33.0,2.5,0.61,0.15,1.0,4.0,0.0,1.0,White,1.0
4.0,2.0,34.0,2.5,-0.4,-1.09,1.0,4.0,1.0,2.0,White,0.0
9.0,8.0,35.0,3.2,1.1,0.81,1.0,2.0,1.0,3.0,White,1.0
10.0,10.0,35.0,2.8,1.54,1.48,2.0,4.0,1.0,5.0,White,1.0
3.0,5.0,39.0,3.6,-0.66,-0.27,1.0,4.0,0.0,3.0,White,1.0
7.0,7.0,41.0,3.1,0.33,0.38,1.0,5.0,0.0,5.0,White,1.0
2.0,3.0,39.0,3.7,-1.1,-0.81,1.0,4.0,0.0,5.0,White,1.0
4.0,1.0,39.0,3.8,-0.32,-1.32,1.0,3.0,1.0,3.0,White,1.0
9.0,9.0,38.0,2.7,1.17,1.13,1.0,2.0,1.0,3.0,Non-White,1.0
1.0,1.0,34.0,3.1,-2.1,-1.86,2.0,4.0,1.0,2.0,White,1.0
10.0,10.0,39.0,3.9,2.18,2.02,1.0,4.0,0.0,3.0,White,1.0
8.0,5.0,23.0,2.5,0.8,-0.13,2.0,3.0,0.0,4.0,Non-White,1.0
1.0,1.0,40.0,3.2,-2.25,-1.83,1.0,3.0,0.0,4.0,White,1.0
8.0,9.0,34.0,3.6,0.61,0.94,1.0,4.0,1.0,5.0,White,1.0
5.0,4.0,27.5,3.6,-0.08,-0.48,1.0,4.0,0.0,4.0,White,1.0
1.0,1.0,26.5,2.6,-1.44,-1.82,1.0,5.0,1.0,3.0,White,1.0
7.0,8.0,32.5,2.9,0.43,0.59,1.0,5.0,1.0,2.0,White,1.0
8.0,9.0,37.0,3.1,0.85,1.01,1.0,4.0,1.0,3.0,White,1.0
10.0,9.0,40.0,3.3,1.48,1.3,1.0,4.0,1.0,3.0,White,1.0
8.0,9.0,40.0,3.4,0.77,1.03,1.0,4.0,0.0,2.0,White,1.0
8.0,6.0,31.0,3.6,0.58,0.03,1.0,3.0,0.0,3.0,White,1.0
7.0,5.0,35.0,3.9,0.38,-0.06,1.0,3.0,1.0,5.0,Non-White,1.0
7.0,8.0,45.0,3.0,0.57,0.7,1.0,4.0,1.0,6.0,White,1.0
6.0,6.0,43.0,3.3,0.16,0.05,1.0,2.0,1.0,4.0,White,1.0
2.0,1.0,38.0,2.8,-0.73,-1.34,1.0,4.0,1.0,3.0,White,1.0
9.0,7.0,38.0,3.0,0.92,0.51,1.0,4.0,0.0,3.0,White,1.0
4.0,4.0,33.0,2.6,-0.21,-0.52,1.0,1.0,0.0,3.0,Non-White,1.0
5.0,7.0,39.0,3.6,0.01,0.35,1.0,4.0,1.0,3.0,White,1.0
3.0,4.0,44.0,3.9,-0.69,-0.46,1.0,2.0,0.0,4.0,White,1.0
7.0,8.0,41.0,3.4,0.46,0.76,1.0,4.0,0.0,5.0,White,1.0
3.0,4.0,34.0,3.4,-0.64,-0.26,1.0,4.0,0.0,4.0,White,1.0
10.0,10.0,41.0,2.9,1.48,1.49,1.0,5.0,1.0,3.0,White,1.0
8.0,7.0,34.0,3.2,0.82,0.38,1.0,3.0,1.0,5.0,White,1.0
1.0,1.0,33.0,3.1,-1.37,-1.45,1.0,1.0,0.0,5.0,Non-White,1.0
8.0,8.0,38.0,3.5,0.81,0.61,1.0,3.0,0.0,4.0,White,1.0
4.0,6.0,35.0,4.0,-0.28,0.14,1.0,3.0,0.0,4.0,White,1.0
5.0,3.0,35.0,3.3,0.0,-0.75,1.0,4.0,0.0,3.0,White,0.0
9.0,9.0,34.0,2.7,0.89,1.02,1.0,2.0,0.0,5.0,Non-White,1.0
9.0,10.0,44.0,3.0,1.05,1.47,1.0,3.0,1.0,3.0,White,1.0
7.0,6.0,23.0,3.7,0.45,0.25,1.0,4.0,0.0,4.0,Non-White,1.0
6.0,5.0,32.0,2.8,0.16,-0.14,2.0,2.0,1.0,3.0,White,1.0
10.0,9.0,37.0,3.6,1.79,0.86,1.0,5.0,1.0,6.0,White,1.0
10.0,10.0,43.0,4.0,2.17,1.65,1.0,4.0,1.0,5.0,White,1.0
2.0,4.0,36.0,2.7,-0.76,-0.53,1.0,4.0,1.0,3.0,White,1.0
5.0,6.0,29.0,3.1,-0.01,0.02,1.0,4.0,1.0,3.0,White,1.0
5.0,8.0,36.0,3.2,-0.02,0.8,1.0,3.0,1.0,3.0,White,1.0
5.0,4.0,37.0,2.5,-0.1,-0.42,1.0,4.0,1.0,3.0,White,1.0
4.0,6.0,41.0,3.2,-0.19,0.06,1.0,4.0,0.0,3.0,White,1.0
6.0,7.0,37.0,4.0,0.21,0.36,1.0,4.0,1.0,4.0,White,1.0
6.0,4.0,41.0,3.1,0.08,-0.45,1.0,4.0,0.0,5.0,Non-White,0.0
8.0,7.0,42.0,3.3,0.62,0.43,1.0,4.0,0.0,3.0,White,1.0
4.0,6.0,32.0,4.0,-0.26,0.03,1.0,3.0,1.0,4.0,White,1.0
7.0,7.0,43.0,2.7,0.37,0.48,1.0,4.0,1.0,3.0,White,1.0
7.0,5.0,39.0,2.7,0.37,-0.13,1.0,4.0,1.0,3.0,White,1.0
9.0,9.0,35.0,2.9,0.92,0.89,1.0,4.0,1.0,3.0,White,1.0
3.0,5.0,37.0,3.4,-0.51,-0.14,1.0,3.0,0.0,5.0,White,1.0
5.0,5.0,37.0,3.5,-0.17,-0.21,1.0,3.0,1.0,5.0,White,1.0
9.0,9.0,40.0,3.5,1.18,1.25,1.0,2.0,1.0,5.0,White,1.0
9.0,9.0,34.0,3.5,1.24,1.28,1.0,3.0,0.0,2.0,White,1.0
5.0,8.0,38.0,3.2,-0.15,0.63,1.0,3.0,1.0,5.0,White,1.0
10.0,10.0,46.0,4.0,1.93,2.41,1.0,3.0,1.0,4.0,White,1.0
5.0,10.0,40.0,2.6,0.05,1.67,2.0,3.0,0.0,3.0,White,1.0
7.0,8.0,39.0,3.0,0.49,0.61,1.0,3.0,0.0,4.0,White,1.0
5.0,4.0,35.0,3.2,-0.17,-0.53,1.0,4.0,1.0,3.0,White,1.0
10.0,10.0,42.0,3.1,2.08,2.12,1.0,4.0,1.0,3.0,White,1.0
5.0,6.0,46.0,3.9,-0.14,0.09,1.0,3.0,0.0,6.0,White,1.0
5.0,4.0,32.0,3.2,-0.15,-0.5,1.0,3.0,1.0,4.0,White,1.0
6.0,5.0,41.0,3.4,0.16,-0.09,1.0,4.0,1.0,4.0,White,1.0
6.0,5.0,39.5,3.1,0.33,-0.14,1.0,5.0,1.0,4.0,White,1.0
8.0,7.0,32.0,3.0,0.68,0.39,1.0,3.0,0.0,3.0,White,1.0
2.0,3.0,35.0,3.1,-0.84,-0.59,1.0,3.0,1.0,3.0,White,1.0
2.0,4.0,36.0,3.2,-0.93,-0.47,1.0,3.0,1.0,4.0,Non-White,1.0
9.0,5.0,42.0,2.8,1.26,-0.09,2.0,4.0,1.0,5.0,White,0.0
3.0,5.0,35.0,2.9,-0.52,-0.26,1.0,3.0,0.0,3.0,White,1.0
4.0,5.0,39.0,4.0,-0.17,-0.23,1.0,3.0,0.0,4.0,White,1.0
1.0,2.0,41.0,3.2,-1.57,-1.03,1.0,4.0,1.0,5.0,White,1.0
1.0,3.0,35.0,3.7,-1.35,-0.67,1.0,4.0,0.0,4.0,White,1.0
10.0,10.0,35.0,3.4,1.51,1.7,1.0,3.0,1.0,3.0,White,1.0
2.0,2.0,39.0,2.9,-0.76,-1.0,1.0,4.0,1.0,5.0,White,1.0
3.0,3.0,37.0,2.9,-0.66,-0.64,1.0,5.0,1.0,3.0,White,1.0
8.0,6.0,28.0,3.5,0.81,0.25,1.0,3.0,0.0,3.0,White,1.0
6.0,6.0,20.0,3.2,0.27,0.03,1.0,4.0,1.0,1.0,White,1.0
5.0,4.0,35.0,3.5,-0.12,-0.26,1.0,3.0,0.0,6.0,White,1.0
7.0,7.0,42.0,3.9,0.4,0.45,1.0,2.0,0.0,4.0,White,1.0
8.0,5.0,41.0,3.4,0.85,-0.08,1.0,3.0,1.0,3.0,White,1.0
7.0,7.0,40.0,2.4,0.41,0.53,1.0,4.0,0.0,3.0,White,1.0
4.0,6.0,36.0,3.3,-0.07,0.19,1.0,4.0,0.0,1.0,White,0.0
5.0,5.0,42.0,3.5,-0.07,-0.19,1.0,4.0,0.0,4.0,White,1.0
7.0,7.0,42.0,3.7,0.34,0.39,1.0,4.0,1.0,5.0,White,1.0
5.0,8.0,36.0,2.9,-0.19,0.8,1.0,4.0,1.0,5.0,White,1.0
6.0,4.0,41.0,4.0,0.15,-0.44,1.0,4.0,1.0,6.0,White,1.0
1.0,2.0,30.0,3.0,-1.17,-1.16,2.0,2.0,1.0,3.0,White,1.0
7.0,7.0,36.0,3.0,0.56,0.54,1.0,4.0,0.0,3.0,White,1.0
5.0,6.0,28.0,3.1,-0.12,0.06,1.0,2.0,0.0,5.0,Non-White,1.0
5.0,3.0,38.0,3.2,-0.04,-0.62,1.0,5.0,1.0,4.0,White,1.0
5.0,1.0,40.0,3.4,-0.13,-1.62,1.0,4.0,1.0,3.0,White,1.0
9.0,10.0,39.5,3.3,1.25,1.51,1.0,4.0,1.0,4.0,White,1.0
4.0,5.0,45.0,3.7,-0.2,-0.17,1.0,4.0,1.0,6.0,White,1.0
6.0,8.0,44.0,3.6,0.08,0.68,1.0,4.0,1.0,5.0,Non-White,1.0
7.0,8.0,33.0,3.7,0.55,0.56,1.0,4.0,0.0,3.0,White,1.0
7.0,5.0,32.0,2.3,0.48,-0.1,2.0,5.0,1.0,3.0,White,1.0
5.0,8.0,48.0,3.5,-0.03,0.77,1.0,4.0,0.0,5.0,Non-White,1.0
3.0,1.0,34.0,2.7,-0.6,-1.34,1.0,4.0,1.0,3.0,White,1.0
8.0,8.0,47.0,3.6,0.67,0.61,1.0,4.0,1.0,5.0,White,1.0
2.0,4.0,37.5,3.5,-1.01,-0.49,1.0,4.0,0.0,3.0,White,1.0
8.0,6.0,48.0,3.3,0.86,0.25,1.0,4.0,1.0,5.0,White,1.0
2.0,3.0,30.5,2.5,-1.02,-0.82,1.0,5.0,1.0,3.0,White,1.0
9.0,10.0,40.0,4.0,1.05,1.34,1.0,3.0,1.0,2.0,White,1.0
9.0,8.0,42.0,3.0,1.02,0.73,1.0,4.0,1.0,4.0,Non-White,1.0
1.0,1.0,22.5,2.7,-1.65,-2.02,1.0,4.0,0.0,3.0,White,0.0
6.0,5.0,41.0,3.4,0.18,-0.05,1.0,3.0,0.0,5.0,White,1.0
8.0,6.0,42.0,2.8,0.63,0.12,1.0,5.0,0.0,4.0,White,1.0
3.0,6.0,37.0,3.0,-0.61,0.03,1.0,4.0,1.0,3.0,White,1.0
2.0,3.0,35.0,3.3,-0.7,-0.59,1.0,4.0,1.0,3.0,White,1.0
2.0,2.0,35.0,3.0,-0.82,-1.24,1.0,3.0,1.0,2.0,White,0.0
7.0,7.0,27.0,3.3,0.39,0.27,1.0,4.0,0.0,3.0,White,1.0
7.0,5.0,29.0,2.5,0.55,-0.15,1.0,4.0,0.0,3.0,White,1.0
9.0,8.0,41.0,3.4,1.0,0.68,1.0,5.0,1.0,5.0,White,1.0
8.0,8.0,30.0,3.3,0.66,0.72,1.0,4.0,1.0,2.0,White,1.0
4.0,3.0,38.0,2.5,-0.22,-0.72,2.0,3.0,1.0,4.0,White,1.0
9.0,2.0,27.0,3.0,1.0,-1.2,1.0,4.0,0.0,4.0,Non-White,1.0
9.0,9.0,48.0,3.5,1.27,1.13,1.0,5.0,1.0,5.0,White,1.0
1.0,2.0,34.0,3.0,-1.11,-1.25,1.0,4.0,1.0,3.0,White,1.0
4.0,4.0,39.0,2.8,-0.32,-0.4,1.0,3.0,1.0,3.0,White,1.0
1.0,7.0,32.0,3.6,-1.36,0.44,1.0,4.0,0.0,3.0,White,1.0
5.0,5.0,37.0,3.3,0.0,-0.17,1.0,3.0,0.0,3.0,White,1.0
3.0,2.0,44.0,3.3,-0.57,-1.01,1.0,4.0,0.0,4.0,White,1.0
9.0,10.0,37.0,3.4,1.22,1.38,1.0,3.0,0.0,4.0,White,1.0
6.0,5.0,29.0,3.8,0.24,-0.21,1.0,2.0,0.0,3.0,White,1.0
1.0,1.0,37.0,2.9,-1.95,-1.44,2.0,3.0,1.0,5.0,White,1.0
7.0,10.0,34.0,2.9,0.29,1.36,1.0,4.0,1.0,2.0,White,1.0
3.0,5.0,39.0,3.6,-0.44,-0.26,1.0,3.0,0.0,3.0,White,1.0
5.0,4.0,42.0,3.3,-0.11,-0.46,1.0,4.0,1.0,4.0,White,1.0
3.0,2.0,31.0,3.6,-0.58,-0.95,1.0,4.0,0.0,4.0,Non-White,1.0
2.0,4.0,42.0,3.3,-0.84,-0.49,1.0,3.0,0.0,3.0,White,1.0
6.0,6.0,36.0,3.7,0.23,0.23,1.0,3.0,0.0,4.0,White,1.0
8.0,9.0,43.0,3.7,0.76,0.97,1.0,4.0,0.0,4.0,White,1.0
10.0,10.0,44.0,3.3,1.64,1.91,1.0,4.0,0.0,4.0,White,1.0
8.0,8.0,35.0,3.3,0.73,0.52,1.0,4.0,0.0,1.0,Non-White,1.0
5.0,8.0,33.0,3.6,-0.01,0.59,1.0,3.0,1.0,5.0,White,1.0
1.0,1.0,37.0,2.9,-1.45,-1.55,1.0,3.0,1.0,4.0,Non-White,0.0
1.0,1.0,28.3,2.4,-2.18,-1.93,1.0,1.0,1.0,4.0,Non-White,0.0
9.0,10.0,37.0,3.4,1.25,1.53,1.0,4.0,1.0,4.0,White,1.0
9.0,8.0,36.0,3.7,1.3,0.66,1.0,2.0,0.0,4.0,White,1.0
5.0,6.0,36.0,2.7,-0.07,0.05,1.0,4.0,0.0,3.0,White,1.0
9.0,8.0,37.0,3.0,0.89,0.55,1.0,4.0,0.0,3.0,White,1.0
9.0,10.0,41.0,3.7,1.14,1.3,1.0,4.0,1.0,5.0,White,1.0
6.0,5.0,27.0,2.9,0.28,-0.06,1.0,3.0,0.0,2.0,Non-White,1.0
9.0,9.0,44.0,3.8,1.08,1.16,1.0,2.0,0.0,6.0,White,1.0
9.0,9.0,39.0,2.9,1.19,0.92,1.0,4.0,1.0,4.0,White,1.0
10.0,8.0,34.5,2.5,1.3,0.68,1.0,5.0,0.0,5.0,White,1.0
6.0,5.0,42.0,2.8,0.13,-0.2,1.0,4.0,1.0,3.0,White,1.0
7.0,7.0,34.0,3.6,0.47,0.47,1.0,4.0,1.0,3.0,White,1.0
5.0,6.0,34.0,3.0,-0.07,0.03,1.0,5.0,0.0,5.0,White,1.0
1.0,1.0,36.0,2.9,-1.47,-1.87,1.0,1.0,1.0,3.0,White,1.0
2.0,1.0,30.0,3.3,-0.92,-1.42,1.0,4.0,0.0,4.0,Non-White,0.0
2.0,1.0,37.0,3.7,-0.98,-1.46,1.0,4.0,1.0,4.0,White,1.0
7.0,9.0,39.0,3.3,0.46,0.87,1.0,3.0,1.0,3.0,White,1.0
6.0,4.0,41.0,2.9,0.25,-0.34,1.0,4.0,1.0,3.0,White,1.0
