Metric,Bootstrap_Model_Seed,Model_Name,Model_Params,Run_Number,Dataset_Name,Num_Estimators,Test_Set_Index,Tag,Record_Create_Date_Time,Session_Uuid,Experiment_Iteration,Dataset_Split_Seed,Model_Init_Seed,Fair_Intervention_Params_Lst,Intervention_Param,RAC1P_dis,RAC1P_dis_correct,RAC1P_dis_incorrect,RAC1P_priv,RAC1P_priv_correct,RAC1P_priv_incorrect,SEX&RAC1P_dis,SEX&RAC1P_dis_correct,SEX&RAC1P_dis_incorrect,SEX&RAC1P_priv,SEX&RAC1P_priv_correct,SEX&RAC1P_priv_incorrect,SEX_dis,SEX_dis_correct,SEX_dis_incorrect,SEX_priv,SEX_priv_correct,SEX_priv_incorrect,overall
Sample_Size,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,705.0,501.0,204.0,795.0,552.0,243.0,420.0,307.0,113.0,1080.0,746.0,334.0,842.0,601.0,241.0,658.0,452.0,206.0,1500.0
Sample_Size,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,705.0,499.0,206.0,795.0,562.0,233.0,420.0,305.0,115.0,1080.0,756.0,324.0,842.0,604.0,238.0,658.0,457.0,201.0,1500.0
Selection-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.2397163120567376,0.23552894211576847,0.25,0.25534591194968553,0.2427536231884058,0.2839506172839506,0.2261904761904762,0.22149837133550487,0.23893805309734514,0.2564814814814815,0.24664879356568364,0.27844311377245506,0.2375296912114014,0.22129783693843594,0.27800829875518673,0.2613981762917933,0.26327433628318586,0.25728155339805825,0.248
Selection-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.23404255319148937,0.23046092184368738,0.24271844660194175,0.2578616352201258,0.2491103202846975,0.27896995708154504,0.22142857142857142,0.21639344262295082,0.23478260869565218,0.2564814814814815,0.25,0.2716049382716049,0.23159144893111638,0.2185430463576159,0.2647058823529412,0.26595744680851063,0.26914660831509846,0.25870646766169153,0.24666666666666667
Statistical_Bias,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.38804196536167723,0.27890668733283297,0.6560653687560446,0.38599008865027307,0.2618247960764881,0.6680445804228218,0.3742132501958383,0.27018099381110705,0.6568495573649756,0.3919093897913865,0.26985787223587254,0.6645154739123851,0.37782562371741985,0.2650796811075449,0.6589887420100957,0.39863606517763234,0.2764306403591511,0.6667761235172126,0.3869544707046331
Statistical_Bias,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.3885559433466212,0.27831558860610534,0.6555944725481619,0.38442822435245805,0.26520669854078754,0.6719925913316805,0.375213865977643,0.2692348260487328,0.6562887110064918,0.3907060691749649,0.27223415522421385,0.6671405350600507,0.37724518776147836,0.2658507318554373,0.6599437229179861,0.3980424473015309,0.27866914935160836,0.6694533784613047,0.3863682522797147
Std,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.06074480598098658,0.05844502290559612,0.06639280265143079,0.05888889877355031,0.056772735070150515,0.06369598669238441,0.06031208764363007,0.05766774070193739,0.06749628685690134,0.05954693141781796,0.05752749308167824,0.06405741345003427,0.059162182534331226,0.05669577574866198,0.06531284841892547,0.06052766724568562,0.058728639401506376,0.06447504872903037,0.059761175161045364
Std,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.05724953332096407,0.05479888693824584,0.06318580781114079,0.05557350053362412,0.053752796291960545,0.059965070421241856,0.05658861834255801,0.053703144311385224,0.06424139729479886,0.056272809455218974,0.05446330302023016,0.06049499113685953,0.05578663878039028,0.053308143239740924,0.06207660225329872,0.0570965107331645,0.05548270805571768,0.06076570388536947,0.056361235943673905
TNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.8824884792626728,1.0,0.0,0.8583162217659137,1.0,0.0,0.8984962406015038,1.0,0.0,0.8580152671755725,1.0,0.0,0.874766355140187,1.0,0.0,0.8626943005181347,1.0,0.0,0.8697068403908795
TNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.8847926267281107,1.0,0.0,0.86652977412731,1.0,0.0,0.8984962406015038,1.0,0.0,0.8656488549618321,1.0,0.0,0.8822429906542056,1.0,0.0,0.8652849740932642,1.0,0.0,0.8751357220412594
TPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 11, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 200}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.469,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.4354243542435424,1.0,0.0,0.43506493506493504,1.0,0.0,0.44155844155844154,1.0,0.0,0.4329411764705882,1.0,0.0,0.43322475570032576,1.0,0.0,0.4375,1.0,0.0,0.43523316062176165
TPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 300}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.855,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.42435424354243545,1.0,0.0,0.45454545454545453,1.0,0.0,0.42857142857142855,1.0,0.0,0.4447058823529412,1.0,0.0,0.42996742671009774,1.0,0.0,0.4522058823529412,1.0,0.0,0.44041450777202074
Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6936170212765957,1.0,0.0,0.6641509433962264,1.0,0.0,0.7095238095238096,1.0,0.0,0.6657407407407407,1.0,0.0,0.6805225653206651,1.0,0.0,0.6747720364741642,1.0,0.0,0.678
Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.6936170212765957,1.0,0.0,0.6591194968553459,1.0,0.0,0.7095238095238096,1.0,0.0,0.6620370370370371,1.0,0.0,0.6781472684085511,1.0,0.0,0.6717325227963525,1.0,0.0,0.6753333333333333
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.8515697157623061,0.830273708447981,0.8997815100989034,0.8348278134330117,0.8088630094213481,0.8861739427145041,0.8509770547299633,0.8296747971442832,0.903010438013018,0.8394762947269311,0.8147989191328764,0.8886259707715997,0.8467183943701027,0.8218368971854656,0.8997187582615417,0.8375499593192154,0.8157003835996907,0.882882723896173,0.84269650752778
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.8504975521910515,0.8291507966101547,0.8988242349644708,0.8339844357109005,0.8065692616739931,0.886993849715843,0.8502673199637264,0.828748814196903,0.9028289160171146,0.8384315984260112,0.8127690713690363,0.8887020281403594,0.8463033278714274,0.820803400214462,0.9000319577316752,0.8359133717585339,0.8131635546087789,0.882466238333496,0.8417456004565714
F1,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.47058823529411764,1.0,0.0,0.4517453798767967,1.0,0.0,0.47863247863247865,1.0,0.0,0.45385779122541603,1.0,0.0,0.4407484407484408,1.0,0.0,0.4830917874396135,1.0,0.0,0.46033519553072627
F1,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.46798029556650245,1.0,0.0,0.4458077709611452,1.0,0.0,0.47413793103448276,1.0,0.0,0.4494720965309201,1.0,0.0,0.4342379958246347,1.0,0.0,0.4807692307692308,1.0,0.0,0.4558659217877095
FNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6457564575645757,0.0,1.0,0.6428571428571429,0.0,1.0,0.6363636363636364,0.0,1.0,0.6470588235294118,0.0,1.0,0.6547231270358306,0.0,1.0,0.6323529411764706,0.0,1.0,0.6442141623488774
FNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.6494464944649446,0.0,1.0,0.6461038961038961,0.0,1.0,0.6428571428571429,0.0,1.0,0.6494117647058824,0.0,1.0,0.6612377850162866,0.0,1.0,0.6323529411764706,0.0,1.0,0.6476683937823834
FPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.0944700460829493,0.0,1.0,0.14168377823408623,0.0,1.0,0.09022556390977443,0.0,1.0,0.13129770992366413,0.0,1.0,0.12710280373831775,0.0,1.0,0.10880829015544041,0.0,1.0,0.11943539630836048
FPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.09216589861751152,0.0,1.0,0.14784394250513347,0.0,1.0,0.08646616541353383,0.0,1.0,0.13587786259541984,0.0,1.0,0.12710280373831775,0.0,1.0,0.11398963730569948,0.0,1.0,0.12160694896851248
IQR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.038117359330767035,0.03679087601014397,0.041120370181622026,0.038256580190871976,0.037163104731888705,0.04041895862661418,0.03836409203429037,0.03681656696640721,0.04214411228207054,0.03812388974586299,0.037053575398342545,0.040255623861838605,0.038572413945265886,0.03672344915452171,0.04251091515380274,0.03770326297571445,0.03732054347265023,0.03849731652412807,0.03819114638662266
IQR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.03716673753970955,0.03576627382150582,0.040337231790643045,0.03698256008895322,0.035666982878341184,0.03952633299803333,0.03723794966665782,0.03533935692747032,0.04187549586565682,0.037003468866867374,0.035871438549064286,0.039221007708591216,0.037240538881360766,0.03516629474978872,0.041610994228695235,0.03684977431323295,0.03642364847248363,0.03772175404291444,0.0370691234908087
Jitter,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.04138087601126203,0.03137610342099107,0.06403056951423793,0.05556632217692276,0.04481488883812897,0.07682758361095354,0.03823342905001187,0.02805065596438884,0.06310610429195429,0.053046947701470705,0.042623199446464845,0.07380782026475709,0.049878967282970914,0.03660755785910355,0.07814854943864306,0.047645369705670494,0.040605957716508496,0.062250504860748915,0.04889916247906253
Jitter,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.04132036066859113,0.031948906084616084,0.0625362925739811,0.05358616984292591,0.04110169166442774,0.07772589886702996,0.03834194783441002,0.02836126943442296,0.06272098195897755,0.05150763074632467,0.04015194855395816,0.07375232326013738,0.048660344477733555,0.03495208089484144,0.07754380759888109,0.04674749125566955,0.038920052752451396,0.0627647496742977,0.04782123953098891
Label_Stability,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.9414042553191491,0.9575051124744377,0.9049537037037039,0.9201886792452829,0.9338825757575757,0.8931086142322098,0.9462142857142857,0.9622818791946308,0.9069672131147541,0.9239166666666666,0.9381780250347704,0.8955124653739611,0.9289073634204276,0.9478010471204187,0.8886617100371748,0.9317629179331306,0.9419369369369369,0.9106542056074766,0.93016
Label_Stability,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.9424113475177305,0.9570961145194273,0.9091666666666667,0.9237484276729558,0.9414885496183206,0.8894464944649447,0.9469523809523809,0.9626845637583893,0.9085245901639346,0.9269074074074074,0.9433286713286714,0.8947397260273973,0.9312232779097388,0.9517863397548162,0.8878966789667897,0.9341793313069908,0.9454524886877828,0.9111111111111112,0.9325200000000001
Mean,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.6288360246290604,0.6363864744460471,0.6117426451822714,0.6288371788481966,0.642370058834907,0.6020755285373985,0.6315260899769207,0.641783083975156,0.6064721210304114,0.6277907377384233,0.638543835944856,0.6063739022524816,0.6310346148789993,0.6477686092195549,0.5953893406888936,0.6260240255618337,0.6288129819507721,0.6202375926801105,0.6288366363652027
Mean,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:13:20.517,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.6],0.6,0.6290729831079517,0.6366689361605433,0.6118765893916679,0.6295174814626796,0.6439561029507577,0.60159926131599,0.6314645318987215,0.6419338237273378,0.6058919993993149,0.6284701365337714,0.6398151444167217,0.6062463539685401,0.6311814330382298,0.6484439317366778,0.5948091571828287,0.6269119821211955,0.6300964314639359,0.6203956552254026,0.6293085672359575
Overall_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Folktables_CA_2018_Public_Coverage,200,0,OK,2023-08-01 23:06:10.908,c42fae24-694f-408e-98df-ce099940a961,Exp_iter_1,100,100,[0.0],0.0,0.8549267929668882,0.8335009110820216,0.9034326089006838,0.8384033957460167,0.8124002416253632,0.8898253634452867,0.8542986584559523,0.832829242890242,0.9067403456574414,0.843008011211333,0.8182839481446567,0.8922506742167075,0.8501800590830288,0.8250999645455408,0.9036034574844435,0.8410372019936616,0.8192499851637508,0.8862405864445042,0.8461693924398265
