Metric,Bootstrap_Model_Seed,Model_Name,Model_Params,Run_Number,Dataset_Name,Num_Estimators,Tag,Record_Create_Date_Time,Session_Uuid,Experiment_Iteration,Dataset_Split_Seed,Model_Init_Seed,Fair_Intervention_Params_Lst,Intervention_Param,male&race_dis,male&race_dis_correct,male&race_dis_incorrect,male&race_priv,male&race_priv_correct,male&race_priv_incorrect,male_dis,male_dis_correct,male_dis_incorrect,male_priv,male_priv_correct,male_priv_incorrect,overall,race_dis,race_dis_correct,race_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,Test_Set_Index
Label_Stability,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8973255813953487,0.9191970802919709,0.8117142857142857,0.9747327044025157,0.9849770642201836,0.8657926829268292,0.9675698924731184,0.9772629051620647,0.8843298969072166,0.9689478260869565,0.982509541984733,0.8296078431372548,0.9683317307692308,0.8960632183908046,0.931086956521739,0.7618055555555556,0.982852193995381,0.9886292834890966,0.9098425196850394,0
Mean,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.2739440845404644,0.22641911612137364,0.45997038949519153,0.09660964567395051,0.07937119259295998,0.2799258784376546,0.1103025082631652,0.08837411961679525,0.2986153715871464,0.11205935113227285,0.09143810796751904,0.32393251619758684,0.111273839657143,0.28224317965873474,0.2386743578529879,0.4492569965807643,0.07692203231271234,0.06452875764693192,0.23354570033300814,0
Overall_Uncertainty,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.6031762387252277,0.5373269440801166,0.8609291920503771,0.31654586441614585,0.27891570509178676,0.7167104855239652,0.3317985958463931,0.2893980625214335,0.6959186397607364,0.3470809810692174,0.30436468982700193,0.7859699342245303,0.3402479915224738,0.6161858681467297,0.547773037264914,0.87843505319369,0.2848055082284548,0.25473982724855815,0.6647694292736047,0
PPV,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8384615384615385,1.0,0.0,0.9247546346782988,1.0,0.0,0.9115958668197475,1.0,0.0,0.9249771271729186,1.0,0.0,0.9190427698574338,0.8358778625954199,1.0,0.0,0.9318448883666275,1.0,0.0,0
Per_Sample_Accuracy,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7834883720930234,0.9595985401459854,0.09414285714285714,0.9129481132075472,0.9924885321100918,0.06710365853658537,0.8915483870967743,0.9886314525810325,0.05783505154639175,0.9108913043478262,0.9912547709923665,0.08519607843137256,0.9022427884615385,0.7904166666666665,0.9655434782608696,0.11909722222222222,0.9247113163972287,0.9943146417445483,0.04507874015748031,0
Positive-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,1.056910569105691,1.0,1.5,1.065040650406504,1.0,5.3076923076923075,1.07002457002457,1.0,3.85,1.0601357904946653,1.0,4.1,1.06449864498645,1.0564516129032258,1.0,1.4827586206896552,1.06574827802129,1.0,10.545454545454545,0
Sample_Size,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,172.0,137.0,35.0,1908.0,1744.0,164.0,930.0,833.0,97.0,1150.0,1048.0,102.0,2080.0,348.0,276.0,72.0,1732.0,1605.0,127.0,0
Selection-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.7558139534883721,0.7956204379562044,0.6,0.9612159329140462,0.9724770642201835,0.8414634146341463,0.9365591397849462,0.9531812725090036,0.7938144329896907,0.9504347826086956,0.9646946564885496,0.803921568627451,0.9442307692307692,0.7528735632183908,0.7934782608695652,0.5972222222222222,0.9826789838337182,0.9881619937694704,0.9133858267716536,0
Statistical_Bias,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.276128644034887,0.17380209140127534,0.6766640072007386,0.1289059558239749,0.07090503005124324,0.7456962884315602,0.14780473189310347,0.07679580415445281,0.7576030494837839,0.13564199115265949,0.07967400197584328,0.7106856446556344,0.1410801396568003,0.27502703770599213,0.1756101522346261,0.6561250986795618,0.1141670215730135,0.061682776893823135,0.7774521610226242,0
Std,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.043211203603756757,0.039001217929493896,0.05969029038587135,0.024085471794644778,0.021311889128880726,0.053580155752525914,0.02490370556976991,0.021819603134675115,0.051388832667027276,0.026284313934036855,0.023220774891149123,0.057760675864883336,0.02566702269424442,0.04421187156900244,0.03990185592553161,0.060733598202307316,0.02194092141917757,0.019625040038418647,0.05120855619176078,0
TNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.5714285714285714,1.0,0.0,0.25806451612903225,1.0,0.0,0.33620689655172414,1.0,0.0,0.31092436974789917,1.0,0.0,0.32340425531914896,0.57,1.0,0.0,0.14074074074074075,1.0,0.0,0
TPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 9, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 351, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 700}",Run_1,Law_School,200,OK,2023-08-07 01:00:06.649,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.0,0.8861788617886179,1.0,0.0,0.9849012775842044,1.0,0.0,0.9754299754299754,1.0,0.0,0.9806013579049466,1.0,0.0,0.978319783197832,0.8830645161290323,1.0,0.0,0.9931120851596744,1.0,0.0,0
Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.75,1.0,0.0,0.9129979035639413,1.0,0.0,0.8881720430107527,1.0,0.0,0.908695652173913,1.0,0.0,0.8995192307692308,0.7672413793103449,1.0,0.0,0.9260969976905312,1.0,0.0,0
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.5891215644365289,0.48927546327099836,0.8886598679331205,0.32188174290524896,0.28410771416827957,0.718281490253446,0.33816043498710907,0.28987378572144484,0.7216678608855572,0.34868701739851005,0.30487696252362523,0.7847013730580786,0.343980420454951,0.5894883168279874,0.5015844215216906,0.8792456013561508,0.29465204404743556,0.26440718971122845,0.6736578749480313,0
F1,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.8377358490566038,1.0,0.0,0.95347533632287,1.0,0.0,0.9387514723203769,1.0,0.0,0.9508196721311475,1.0,0.0,0.9454735194364727,0.8485981308411215,1.0,0.0,0.9611885991510006,1.0,0.0,0
FNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.0975609756097561,0.0,1.0,0.012195121951219513,0.0,1.0,0.020884520884520884,0.0,1.0,0.015518913676042677,0.0,1.0,0.01788617886178862,0.0846774193548387,0.0,1.0,0.007514088916718848,0.0,1.0,0
FPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.6326530612244898,0.0,1.0,0.7795698924731183,0.0,1.0,0.75,0.0,1.0,0.7478991596638656,0.0,1.0,0.7489361702127659,0.6,0.0,1.0,0.8592592592592593,0.0,1.0,0
IQR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.023912502324325242,0.019156958789008097,0.0381791329302767,0.0105906991544979,0.00899457929829072,0.027340342464816637,0.011449354413518452,0.009318891051395165,0.028370149962689946,0.011888786766951107,0.009992728050671836,0.030759085419444807,0.011692309801233623,0.024201277940319232,0.019911003053478166,0.03834329515990644,0.009178960544650604,0.007994742522522323,0.02401869263444561,0
Jitter,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.031174184877876737,0.013566281017488057,0.0839978964590242,0.008712983154767973,0.004615990399760046,0.05170672640311374,0.009350678121789593,0.005163894533198856,0.04260340162350032,0.011556696526108344,0.00528777860594856,0.07394735582675098,0.01057035175879348,0.036317651475770714,0.01897653059303909,0.0934791240151367,0.005397106781017945,0.002945368989586808,0.036120445979899496,0
Label_Stability,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.9565697674418605,0.9824806201550388,0.8788372093023257,0.9871750524109015,0.9929793340987371,0.9262650602409638,0.987,0.9929176755447942,0.94,0.9827391304347827,0.9917320574162678,0.8932380952380953,0.9846442307692307,0.9476724137931033,0.9722846441947567,0.8665432098765432,0.9920727482678984,0.995579800498753,0.948125,0
Mean,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.247355085785541,0.1906855690445673,0.41736363600846205,0.0969206653426322,0.07952414752913668,0.2794793040842538,0.10726019236204597,0.08341812655626832,0.29662121501177996,0.11105889159317614,0.09016854628423701,0.3189675663345226,0.1093604347254112,0.25966118353256934,0.21385445860289146,0.41065372126372957,0.07916143900665194,0.06610371755332499,0.2427910109686555,0
Overall_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.5909635668938957,0.49076897425279215,0.8915473448172062,0.32261979024028553,0.2847299722958807,0.7202346267412091,0.33896081277435763,0.2905226309331388,0.7236717570132695,0.3495397716557064,0.3055857571935519,0.7869868679695292,0.3448097563866418,0.5913754408802875,0.503139152384341,0.8822283918484076,0.2952688451835305,0.26494429908442346,0.6752733134879653,0
PPV,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.7816901408450704,1.0,0.0,0.9214517876489707,1.0,0.0,0.9015837104072398,1.0,0.0,0.9193840579710145,1.0,0.0,0.9114688128772636,0.7909407665505227,1.0,0.0,0.9318048206937096,1.0,0.0,0
Per_Sample_Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.7585755813953488,0.9912403100775193,0.06058139534883721,0.9130110062893082,0.9964896670493686,0.036987951807228914,0.8883817204301075,0.9964588377723972,0.030000000000000002,0.9098304347826087,0.9958660287081338,0.05357142857142857,0.9002403846153846,0.7721982758620689,0.9861423220973783,0.06697530864197532,0.9259670900692841,0.9977899002493766,0.025937500000000002,0
Positive-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,1.1544715447154472,1.0,2.5833333333333335,1.0720092915214867,1.0,6.904761904761905,1.085995085995086,1.0,5.117647058823529,1.0708050436469447,1.0,5.5625,1.0775067750677507,1.157258064516129,1.0,2.857142857142857,1.0651221039448966,1.0,9.666666666666666,0
Sample_Size,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,172.0,129.0,43.0,1908.0,1742.0,166.0,930.0,826.0,104.0,1150.0,1045.0,105.0,2080.0,348.0,267.0,81.0,1732.0,1604.0,128.0,0
Selection-Rate,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.8255813953488372,0.8604651162790697,0.7209302325581395,0.9675052410901468,0.9764638346727899,0.8734939759036144,0.9505376344086022,0.9648910411622276,0.8365384615384616,0.96,0.9712918660287081,0.8476190476190476,0.9557692307692308,0.8247126436781609,0.850187265917603,0.7407407407407407,0.9821016166281755,0.9881546134663342,0.90625,0
Statistical_Bias,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.27504711670850107,0.1506133016514677,0.6483485618796012,0.1289834655119916,0.07031450212142086,0.7446541536226798,0.14859124342882396,0.07421384124811968,0.7393194569024943,0.1349727825060312,0.07714482845704078,0.7104986108983646,0.14106180589939527,0.27006616933129063,0.1543447765772945,0.6515181676685371,0.11514176059090822,0.06278486487681847,0.7712391100080953,0
Std,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.01787989886811148,0.014373745163374837,0.028398359982321417,0.007869109465686797,0.006678257158356828,0.020365884883571175,0.008488198684187412,0.006924835756316542,0.020904908092084895,0.008865720599609819,0.007433323216474148,0.02312148503176959,0.008696924743194993,0.018098602317799122,0.014907720127373635,0.02861669546401646,0.006807904075780305,0.005927291659553734,0.01784307841661955,0
TNR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.3673469387755102,1.0,0.0,0.22043010752688172,1.0,0.0,0.25,1.0,0.0,0.25210084033613445,1.0,0.0,0.251063829787234,0.4,1.0,0.0,0.14074074074074075,1.0,0.0,0
TPR,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Law_School,200,OK,2023-08-07 01:12:17.641,adaeac61-1e2d-4f1c-ad7e-6a164a02d732,Exp_iter_1,100,100,"[0.0, 0.6]",0.6,0.9024390243902439,1.0,0.0,0.9878048780487805,1.0,0.0,0.9791154791154791,1.0,0.0,0.9844810863239574,1.0,0.0,0.9821138211382113,0.9153225806451613,1.0,0.0,0.9924859110832811,1.0,0.0,0
