Metric,Bootstrap_Model_Seed,Model_Name,Model_Params,Run_Number,Dataset_Name,Num_Estimators,Tag,Record_Create_Date_Time,Session_Uuid,Experiment_Iteration,Dataset_Split_Seed,Model_Init_Seed,Fair_Intervention_Params_Lst,Intervention_Param,Race_dis,Race_priv,overall,Test_Set_Index
TNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:52:13.429,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.4],0.4,0.0,0.0,0.0,0
TPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:52:13.429,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.4],0.4,1.0,1.0,1.0,0
Accuracy,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.18181818181818182,0.4117647058823529,0.28205128205128205,0
Aleatoric_Uncertainty,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.9778290634912143,0.9778290634912146,0.9778290634912145,0
F1,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.3076923076923077,0.5833333333333334,0.44,0
FNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.0,0.0,0.0,0
FPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,1.0,1.0,1.0,0
IQR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.0793650793650793,0.0793650793650793,0.07936507936507926,0
Jitter,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.24201005025125627,0.24201005025125627,0.24201005025125627,0
Label_Stability,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.7200000000000002,0.72,0.7199999999999998,0
Mean,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.43650793650793657,0.43650793650793657,0.43650793650793657,0
Overall_Uncertainty,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.9883368304150857,0.9883368304150855,0.9883368304150856,0
PPV,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.18181818181818182,0.4117647058823529,0.28205128205128205,0
Per_Sample_Accuracy,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.2709090909090909,0.43647058823529417,0.34307692307692317,0
Positive-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,5.5,2.4285714285714284,3.5454545454545454,0
Sample_Size,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,,,39.0,0
Selection-Rate,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,1.0,1.0,1.0,0
Statistical_Bias,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.5404040404040404,0.511204481792717,0.5276760276760276,0
Std,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.05981622360177657,0.05981622360177658,0.0598162236017766,0
TNR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,0.0,0.0,0.0,0
TPR,101,LGBMClassifier,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 1.0, 'importance_type': 'split', 'learning_rate': 0.1, 'max_depth': 3, 'min_child_samples': 20, 'min_child_weight': 0.001, 'min_split_gain': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'num_leaves': 20, 'objective': None, 'random_state': 101, 'reg_alpha': 0.0, 'reg_lambda': 0.0, 'silent': 'warn', 'subsample': 1.0, 'subsample_for_bin': 200000, 'subsample_freq': 0, 'min_data_in_leaf': 100}",Run_1,Ricci,200,OK,2023-08-06 20:53:03.954,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.7],0.7,1.0,1.0,1.0,0
Accuracy,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,0.6470588235294118,0.8461538461538461,0
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.7472529086918805,0.7597234964713788,0.7526888059290976,0
F1,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,0.7,0.7857142857142857,0
FNR,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.0,0.0,0.0,0
FPR,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.0,0.6,0.21428571428571427,0
IQR,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.05725677658190709,0.06151649845339698,0.059113578423325756,0
Jitter,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.06359753312013754,0.12769435412353014,0.09153717304471629,0
Label_Stability,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.8986363636363636,0.821764705882353,0.8651282051282052,0
Mean,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.6503900112904303,0.40269780293629553,0.5424216127770896,0
Overall_Uncertainty,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.7555819673244829,0.7681733503787629,0.7610705189122459,0
PPV,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,0.5384615384615384,0.6470588235294118,0
Per_Sample_Accuracy,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.9493181818181817,0.6932352941176471,0.8376923076923077,0
Positive-Rate,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,1.8571428571428572,1.5454545454545454,0
Sample_Size,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,,,39.0,0
Selection-Rate,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.18181818181818182,0.7647058823529411,0.4358974358974359,0
Statistical_Bias,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.25104388666709493,0.3344348371334379,0.2873937881524239,0
Std,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,0.044768530424913335,0.045875894509672686,0.04525122759006484,0
TNR,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,0.4,0.7857142857142857,0
TPR,101,LogisticRegression,"{'C': 0.1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 101, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:50:29.332,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.0],0.0,1.0,1.0,1.0,0
Accuracy,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:52:13.440,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.4],0.4,0.9090909090909091,0.8823529411764706,0.8974358974358975,0
Aleatoric_Uncertainty,101,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 1000, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l1', 'random_state': 101, 'solver': 'saga', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1,Ricci,200,OK,2023-08-06 20:52:13.440,d6a4d686-4369-4bca-95c8-7be5d0740b15,Exp_iter_1,100,100,[0.4],0.4,0.33699756729590336,0.5035116995466515,0.40958065058469106,0
